"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1648","Reset Password","webkit","Mon Aug 03 04:25:41 UTC 2026","passed","Mon Aug 03 04:25:43 UTC 2026","@smoke Registration and checking cases","integration/registration/registration.spec.ts","",""
"","3522","Vacation request - approve-button","chromium","Mon Aug 03 04:24:34 UTC 2026","passed","Mon Aug 03 04:24:37 UTC 2026","@smoke Leave Requests","integration/leaveRequests/leaveRequests.spec.ts","",""
"","1243","Invalid data","firefox","Mon Aug 03 04:24:48 UTC 2026","passed","Mon Aug 03 04:24:49 UTC 2026","@smoke Registration and checking cases","integration/registration/registration.spec.ts","",""
"","13780","Creating new task with free amount","webkit","Mon Aug 03 04:25:09 UTC 2026","passed","Mon Aug 03 04:25:22 UTC 2026","@E2E Checklist","integration/checklist/checklist.spec.ts","",""
"","3312","Sick Leave request - reject-button","firefox","Mon Aug 03 04:24:32 UTC 2026","passed","Mon Aug 03 04:24:36 UTC 2026","@smoke Leave Requests","integration/leaveRequests/leaveRequests.spec.ts","",""
"","3488","Vacation request - approve-button","firefox","Mon Aug 03 04:24:29 UTC 2026","passed","Mon Aug 03 04:24:32 UTC 2026","@smoke Leave Requests","integration/leaveRequests/leaveRequests.spec.ts","",""
"","2458","Incorrect data validation (Missing Dates)","webkit","Mon Aug 03 04:25:36 UTC 2026","passed","Mon Aug 03 04:25:38 UTC 2026","@smoke Leave Requests","integration/leaveRequests/leaveRequests.spec.ts","",""
"","1240","Invalid data","webkit","Mon Aug 03 04:25:43 UTC 2026","passed","Mon Aug 03 04:25:44 UTC 2026","@smoke Registration and checking cases","integration/registration/registration.spec.ts","",""
"","3835","Vacation request - reject-button","chromium","Mon Aug 03 04:24:42 UTC 2026","passed","Mon Aug 03 04:24:45 UTC 2026","@smoke Leave Requests","integration/leaveRequests/leaveRequests.spec.ts","",""
"","1915","Incorrect data validation (Missing Dates)","firefox","Mon Aug 03 04:24:40 UTC 2026","passed","Mon Aug 03 04:24:42 UTC 2026","@smoke Leave Requests","integration/leaveRequests/leaveRequests.spec.ts","",""
"","2586","Incorrect data validation (Missing Dates)","chromium","Mon Aug 03 04:24:45 UTC 2026","passed","Mon Aug 03 04:24:48 UTC 2026","@smoke Leave Requests","integration/leaveRequests/leaveRequests.spec.ts","",""
"","4284","Sick Leave request - reject-button","chromium","Mon Aug 03 04:24:37 UTC 2026","passed","Mon Aug 03 04:24:42 UTC 2026","@smoke Leave Requests","integration/leaveRequests/leaveRequests.spec.ts","",""
"","4942","Moving tasks to next month free and paid type","firefox","Mon Aug 03 04:24:44 UTC 2026","passed","Mon Aug 03 04:24:49 UTC 2026","@E2E Checklist","integration/checklist/checklist.spec.ts","",""
"","4161","Creating new task with free amount","chromium","Mon Aug 03 04:24:29 UTC 2026","passed","Mon Aug 03 04:24:33 UTC 2026","@E2E Checklist","integration/checklist/checklist.spec.ts","",""
"","2523","Validation creating task","chromium","Mon Aug 03 04:24:38 UTC 2026","passed","Mon Aug 03 04:24:40 UTC 2026","@E2E Checklist","integration/checklist/checklist.spec.ts","",""
"","4821","Creating new task with amount","firefox","Mon Aug 03 04:24:36 UTC 2026","passed","Mon Aug 03 04:24:41 UTC 2026","@E2E Checklist","integration/checklist/checklist.spec.ts","",""
"","4651","Vacation request - approve-button","webkit","Mon Aug 03 04:25:20 UTC 2026","passed","Mon Aug 03 04:25:25 UTC 2026","@smoke Leave Requests","integration/leaveRequests/leaveRequests.spec.ts","",""
"","1766","Reset Password","chromium","Mon Aug 03 04:24:47 UTC 2026","passed","Mon Aug 03 04:24:49 UTC 2026","@smoke Registration and checking cases","integration/registration/registration.spec.ts","",""
"","5088","Moving tasks to next month free and paid type","chromium","Mon Aug 03 04:24:40 UTC 2026","passed","Mon Aug 03 04:24:45 UTC 2026","@E2E Checklist","integration/checklist/checklist.spec.ts","",""
"","1483","Sign In","firefox","Mon Aug 03 04:24:44 UTC 2026","passed","Mon Aug 03 04:24:46 UTC 2026","@smoke Registration and checking cases","integration/registration/registration.spec.ts","",""
"","3633","Creating new task with amount","chromium","Mon Aug 03 04:24:34 UTC 2026","passed","Mon Aug 03 04:24:38 UTC 2026","@E2E Checklist","integration/checklist/checklist.spec.ts","",""
"","5459","Creating new task with amount","webkit","Mon Aug 03 04:25:23 UTC 2026","passed","Mon Aug 03 04:25:28 UTC 2026","@E2E Checklist","integration/checklist/checklist.spec.ts","",""
"","11396","Sick Leave request - approve-button","webkit","Mon Aug 03 04:25:08 UTC 2026","passed","Mon Aug 03 04:25:20 UTC 2026","@smoke Leave Requests","integration/leaveRequests/leaveRequests.spec.ts","",""
"","7916","Moving tasks to next month free and paid type","webkit","Mon Aug 03 04:25:31 UTC 2026","passed","Mon Aug 03 04:25:39 UTC 2026","@E2E Checklist","integration/checklist/checklist.spec.ts","",""
