"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1839","Reset Password","chromium","Sun Jun 21 05:55:28 UTC 2026","passed","Sun Jun 21 05:55:30 UTC 2026","@smoke Registration and checking cases","integration/registration/registration.spec.ts","",""
"","7617","Sick Leave request - approve-button","firefox","Sun Jun 21 05:55:01 UTC 2026","passed","Sun Jun 21 05:55:08 UTC 2026","@smoke Leave Requests","integration/leaveRequests/leaveRequests.spec.ts","",""
"","5783","Moving tasks to next month free and paid type","firefox","Sun Jun 21 05:55:17 UTC 2026","passed","Sun Jun 21 05:55:23 UTC 2026","@E2E Checklist","integration/checklist/checklist.spec.ts","",""
"","3706","Vacation request - approve-button","chromium","Sun Jun 21 05:55:14 UTC 2026","passed","Sun Jun 21 05:55:18 UTC 2026","@smoke Leave Requests","integration/leaveRequests/leaveRequests.spec.ts","",""
"","2575","Deleting all requests","webkit","Sun Jun 21 05:55:45 UTC 2026","passed","Sun Jun 21 05:55:48 UTC 2026","@smoke Leave Requests","integration/leaveRequests/leaveRequests.spec.ts","",""
"","5601","Creating new task with amount","webkit","Sun Jun 21 05:55:31 UTC 2026","passed","Sun Jun 21 05:55:37 UTC 2026","@E2E Checklist","integration/checklist/checklist.spec.ts","",""
"","2449","Deleting all requests","firefox","Sun Jun 21 05:55:24 UTC 2026","passed","Sun Jun 21 05:55:27 UTC 2026","@smoke Leave Requests","integration/leaveRequests/leaveRequests.spec.ts","",""
"","2232","Incorrect data validation (Missing Dates)","webkit","Sun Jun 21 05:55:43 UTC 2026","passed","Sun Jun 21 05:55:45 UTC 2026","@smoke Leave Requests","integration/leaveRequests/leaveRequests.spec.ts","",""
"","4197","Sick Leave request - reject-button","chromium","Sun Jun 21 05:55:18 UTC 2026","passed","Sun Jun 21 05:55:22 UTC 2026","@smoke Leave Requests","integration/leaveRequests/leaveRequests.spec.ts","",""
"","4673","Vacation request - reject-button","firefox","Sun Jun 21 05:55:17 UTC 2026","passed","Sun Jun 21 05:55:22 UTC 2026","@smoke Leave Requests","integration/leaveRequests/leaveRequests.spec.ts","",""
"","15148","Sick Leave request - approve-button","webkit","Sun Jun 21 05:55:15 UTC 2026","passed","Sun Jun 21 05:55:30 UTC 2026","@smoke Leave Requests","integration/leaveRequests/leaveRequests.spec.ts","",""
"","1201","Invalid data","chromium","Sun Jun 21 05:55:30 UTC 2026","passed","Sun Jun 21 05:55:31 UTC 2026","@smoke Registration and checking cases","integration/registration/registration.spec.ts","",""
"","2179","Sign In","firefox","Sun Jun 21 05:55:23 UTC 2026","passed","Sun Jun 21 05:55:25 UTC 2026","@smoke Registration and checking cases","integration/registration/registration.spec.ts","",""
"","3766","Sick Leave request - reject-button","webkit","Sun Jun 21 05:55:35 UTC 2026","passed","Sun Jun 21 05:55:38 UTC 2026","@smoke Leave Requests","integration/leaveRequests/leaveRequests.spec.ts","",""
"","1733","Sign In","chromium","Sun Jun 21 05:55:27 UTC 2026","passed","Sun Jun 21 05:55:28 UTC 2026","@smoke Registration and checking cases","integration/registration/registration.spec.ts","",""
"","1615","Sign In","webkit","Sun Jun 21 05:55:46 UTC 2026","passed","Sun Jun 21 05:55:48 UTC 2026","@smoke Registration and checking cases","integration/registration/registration.spec.ts","",""
"","8819","Creating new task with free amount","firefox","Sun Jun 21 05:55:01 UTC 2026","passed","Sun Jun 21 05:55:10 UTC 2026","@E2E Checklist","integration/checklist/checklist.spec.ts","",""
"","2159","Incorrect data validation (Missing Dates)","firefox","Sun Jun 21 05:55:22 UTC 2026","passed","Sun Jun 21 05:55:24 UTC 2026","@smoke Leave Requests","integration/leaveRequests/leaveRequests.spec.ts","",""
