"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2656","Deleting all requests","webkit","Sun Feb 01 06:46:41 UTC 2026","passed","Sun Feb 01 06:46:44 UTC 2026","@smoke Leave Requests","integration/leaveRequests/leaveRequests.spec.ts","",""
"","2380","Incorrect data validation (Missing Dates)","webkit","Sun Feb 01 06:46:39 UTC 2026","passed","Sun Feb 01 06:46:41 UTC 2026","@smoke Leave Requests","integration/leaveRequests/leaveRequests.spec.ts","",""
"","8634","Moving tasks to next month free and paid type","webkit","Sun Feb 01 06:46:34 UTC 2026","passed","Sun Feb 01 06:46:43 UTC 2026","@E2E Checklist","integration/checklist/checklist.spec.ts","",""
"","4556","Sick Leave request - reject-button","firefox","Sun Feb 01 06:46:13 UTC 2026","passed","Sun Feb 01 06:46:18 UTC 2026","@smoke Leave Requests","integration/leaveRequests/leaveRequests.spec.ts","",""
"","12553","Sick Leave request - approve-button","webkit","Sun Feb 01 06:46:11 UTC 2026","passed","Sun Feb 01 06:46:24 UTC 2026","@smoke Leave Requests","integration/leaveRequests/leaveRequests.spec.ts","",""
"","6388","Moving tasks to next month free and paid type","firefox","Sun Feb 01 06:46:16 UTC 2026","passed","Sun Feb 01 06:46:22 UTC 2026","@E2E Checklist","integration/checklist/checklist.spec.ts","",""
"","1297","Invalid data","chromium","Sun Feb 01 06:46:36 UTC 2026","passed","Sun Feb 01 06:46:37 UTC 2026","@smoke Registration and checking cases","integration/registration/registration.spec.ts","",""
"","5339","Vacation request - reject-button","firefox","Sun Feb 01 06:46:18 UTC 2026","passed","Sun Feb 01 06:46:23 UTC 2026","@smoke Leave Requests","integration/leaveRequests/leaveRequests.spec.ts","",""
"","1593","Sign In","webkit","Sun Feb 01 06:46:43 UTC 2026","passed","Sun Feb 01 06:46:45 UTC 2026","@smoke Registration and checking cases","integration/registration/registration.spec.ts","",""
"","4788","Creating new task with free amount","chromium","Sun Feb 01 06:46:12 UTC 2026","passed","Sun Feb 01 06:46:17 UTC 2026","@E2E Checklist","integration/checklist/checklist.spec.ts","",""
"","4628","Creating new task with amount","webkit","Sun Feb 01 06:46:27 UTC 2026","passed","Sun Feb 01 06:46:31 UTC 2026","@E2E Checklist","integration/checklist/checklist.spec.ts","",""
